file	tstamp	developer	version	lines_add	lines_del	description
/cvsroot/junit/junit/junit/framework/TestCase.java	2004-10-23 08:47:22.0	kbeck	1.17	11	6	[ 908467 ] Run one test method for junit
/cvsroot/junit/junit/junit/framework/TestCase.java	2004-10-11 21:22:08.0	kbeck	1.16	7	6	My previous fix didn&apos;t work correctly.This version should report exceptions thrown while running tests.If an exception is thrown during tearDown() also, the exceptionthrown while running the test will be reported.
/cvsroot/junit/junit/junit/framework/TestCase.java	2004-09-10 20:27:23.0	kbeck	1.15	8	1	Make sure an exception thrown during tearDown() doesn&apos;t mask anexception thrown during running the test. I don&apos;t much like the TestCase.runBare()code but I can&apos;t see how to simplify it. It was so much simpler before. Sniff...
/cvsroot/junit/junit/junit/framework/TestCase.java	2004-09-09 23:53:54.0	kbeck	1.14	3	1	Fixed two warnings
/cvsroot/junit/junit/junit/framework/TestCase.java	2003-12-21 06:47:46.0	emeade	1.13	1	1	fix to follow coding convention
/cvsroot/junit/junit/junit/framework/TestCase.java	2003-12-20 21:22:24.0	emeade	1.12	2	2	fix doc
/cvsroot/junit/junit/junit/framework/TestCase.java	2002-08-23 20:43:51.0	egamma	1.11	2	6	3.8 clean-up
/cvsroot/junit/junit/junit/framework/TestCase.java	2002-03-29 17:10:13.0	kbeck	1.10	3	2	Kent &amp; Erich patch swallowing in Merlin
/cvsroot/junit/junit/junit/framework/TestCase.java	2002-02-14 22:02:38.0	emeade	1.9	2	2	Close bug #517421 changed example in javadoc to use assertTrue rather thandeprecated assert.  Thanks Knut Wannheden.
/cvsroot/junit/junit/junit/framework/TestCase.java	2001-11-10 15:39:34.0	kbeck	1.8	1	1	Still trying to release the new test packages
/cvsroot/junit/junit/junit/framework/TestCase.java	2001-10-29 20:54:31.0	emeade	1.7	3	3	Fix for bug#469815.  Documentation bug.
/cvsroot/junit/junit/junit/framework/TestCase.java	2001-10-24 06:21:17.0	emeade	1.6	1	11	Backed out getDisplayName
